Subject ID,Left Choice,Right Choice,Side Correct,Side Picked,Correct,Distance,Response Time,Date/Time,Consecutive Rounds
9,V,X,right,right,yes,2,1.907131995,2015-06-29T22:35:24.879,1
9,V,L,left,left,yes,10,1.148411254,2015-06-29T22:35:27.230,2
9,K,L,right,right,yes,1,1.507514386,2015-06-29T22:35:29.936,3
9,H,F,left,left,yes,2,1.15443619,2015-06-29T22:35:32.308,4
9,G,K,right,right,yes,4,0.918264593,2015-06-29T22:35:34.407,5
9,F,B,left,left,yes,4,0.766601182,2015-06-29T22:35:36.426,6
9,X,Z,right,right,yes,2,1.091600925,2015-06-29T22:35:38.775,7
9,M,O,right,right,yes,2,1.491676104,2015-06-29T22:35:41.526,8
9,C,M,right,right,yes,10,0.749535589,2015-06-29T22:35:43.485,9
9,S,P,left,left,yes,3,1.467493825,2015-06-29T22:35:46.226,10
9,U,D,left,left,yes,17,0.623665354,2015-06-29T22:35:48.087,11
9,Z,P,left,left,yes,10,0.563106813,2015-06-29T22:35:49.899,12
9,B,E,right,right,yes,3,0.634859103,2015-06-29T22:35:51.773,13
9,E,Y,right,right,yes,20,0.622788705,2015-06-29T22:35:53.616,14
9,X,C,left,left,yes,21,0.853630699,2015-06-29T22:35:55.701,15
9,M,S,right,right,yes,6,0.721534539,2015-06-29T22:35:57.640,16
9,Q,Z,right,right,yes,9,0.819763364,2015-06-29T22:35:59.713,17
9,E,W,right,right,yes,18,1.109850636,2015-06-29T22:36:02.124,18
9,J,B,left,left,yes,8,1.055606111,2015-06-29T22:36:04.403,19
9,C,E,right,right,yes,2,0.585560595,2015-06-29T22:36:06.240,20
9,N,K,left,right,no,3,0.628766173,2015-06-29T22:36:08.101,21
9,T,M,left,left,yes,7,0.706920573,2015-06-29T22:36:10.070,22
9,C,D,right,right,yes,1,0.550303449,2015-06-29T22:36:11.872,23
9,X,C,left,left,yes,21,0.56294474,2015-06-29T22:36:13.637,24
9,G,E,left,left,yes,2,1.660724977,2015-06-29T22:36:16.499,25
9,L,R,right,right,yes,6,1.698665953,2015-06-29T22:36:19.428,26
9,J,A,left,left,yes,9,0.646889304,2015-06-29T22:36:21.284,27
9,Z,C,left,left,yes,23,1.035907576,2015-06-29T22:36:23.554,28
9,Z,T,left,left,yes,6,0.791113593,2015-06-29T22:36:25.568,29
9,V,X,right,right,yes,2,5.432509511,2015-06-29T22:36:32.239,30
9,Z,C,left,left,yes,23,0.689504321,2015-06-29T22:36:34.137,31
9,H,E,left,left,yes,3,2.081786296,2015-06-29T22:36:37.421,32
9,T,E,left,left,yes,15,0.685249362,2015-06-29T22:36:39.328,33
9,T,Z,right,right,yes,6,1.136898062,2015-06-29T22:36:41.702,34
9,M,B,left,left,yes,11,0.781741993,2015-06-29T22:36:43.727,35
9,M,L,left,left,yes,1,3.530029318,2015-06-29T22:36:48.463,36
9,P,K,left,left,yes,5,1.600414462,2015-06-29T22:36:51.287,37
9,A,F,right,right,yes,5,0.80412778,2015-06-29T22:36:53.333,38
9,H,C,left,left,yes,5,2.833022159,2015-06-29T22:36:57.385,39
9,C,R,right,right,yes,15,1.13765412,2015-06-29T22:36:59.748,40
